id	strain	Age	Stimulus	Individuals	Celltype	CellName
do8779	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_93
do8781	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_91
do8782	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_9
do8783	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_8
do8784	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_7
do8785	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_90
do8787	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_88
do8789	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_11
do8791	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_87
do8795	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_14
do8796	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_13
do8797	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_84
do8800	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_18
do8805	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_79
do8806	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_21
do8807	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_20
do8809	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_78
do8810	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_77
do8812	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_24
do8814	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_22
do8816	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_74
do8817	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_73
do8819	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_26
do8820	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_27
do8821	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_70
do8824	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_28
do8825	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_29
do8826	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_30
do8831	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_32
do8835	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_66
do8836	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_34
do8838	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_36
do8840	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_62
do8842	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_37
do8844	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_39
do8845	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_58
do8846	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_59
do8849	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_41
do8852	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_56
do8853	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_57
do8854	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_43
do8855	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_44
do8856	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_45
do8862	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_48
do8863	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_49
do8864	Mus musculus domesticus	Old	Unstimulated	B6 old 2	MACS-purified Naive	SS64_naive_50
do8866	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_3
do8868	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_1
do8875	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_93
do8877	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_91
do8880	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_7
do8881	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_90
do8884	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_12
do8885	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_11
do8892	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_13
do8895	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_82
do8896	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_18
do8897	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_17
do8898	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_16
do8901	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_79
do8904	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_19
do8906	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_77
do8912	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_74
do8913	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_73
do8914	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_25
do8919	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_72
do8920	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_28
do8922	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_30
do8923	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_67
do8924	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_68
do8925	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_69
do8926	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_31
do8928	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_33
do8931	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_66
do8933	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_35
do8934	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_36
do8937	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_63
do8938	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_37
do8940	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_39
do8948	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_56
do8950	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_43
do8952	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_45
do8953	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_52
do8956	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_46
do8957	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_47
do8958	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_48
do8960	Mus musculus domesticus	Old	Active	B6 old 2	MACS-purified Naive	SS64_active_50
do10345	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_2
do10346	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_1
do10350	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_6
do10351	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_5
do10353	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_93
do10358	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_7
do10360	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_89
do10363	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_11
do10364	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_10
do10368	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_15
do10369	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_14
do10370	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_13
do10372	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_83
do10374	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_18
do10375	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_17
do10376	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_16
do10378	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_80
do10380	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_21
do10381	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_20
do10383	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_78
do10384	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_77
do10386	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_24
do10387	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_23
do10388	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_22
do10390	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_74
do10391	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_73
do10392	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_25
do10393	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_26
do10397	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_72
do10398	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_28
do10400	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_30
do10401	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_67
do10404	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_31
do10408	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_65
do10409	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_66
do10410	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_34
do10411	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_35
do10412	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_36
do10413	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_61
do10417	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_38
do10418	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_39
do10419	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_58
do10420	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_59
do10421	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_60
do10422	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_40
do10423	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_41
do10424	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_42
do10425	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_55
do10426	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_56
do10429	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_44
do10431	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_52
do10432	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_53
do10433	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_54
do10434	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_46
do10436	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_48
do10438	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_50
do10439	Mus musculus domesticus	Young	Unstimulated	B6 young 3	FACS-purified Naive	SS79_naive_51
do10440	Mus musculus domesticus	Young	Activated	B6 young 3	FACS-purified Naive	SS79_active_3
do10447	Mus musculus domesticus	Young	Activated	B6 young 3	FACS-purified Naive	SS79_active_5
do10448	Mus musculus domesticus	Young	Activated	B6 young 3	FACS-purified Naive	SS79_active_4
do10449	Mus musculus domesticus	Young	Activated	B6 young 3	FACS-purified Naive	SS79_active_93
do10455	Mus musculus domesticus	Young	Activated	B6 young 3	FACS-purified Naive	SS79_active_90
do10467	Mus musculus domesticus	Young	Activated	B6 young 3	FACS-purified Naive	SS79_active_84
do10474	Mus musculus domesticus	Young	Activated	B6 young 3	FACS-purified Naive	SS79_active_80
do10481	Mus musculus domesticus	Young	Activated	B6 young 3	FACS-purified Naive	SS79_active_76
do10482	Mus musculus domesticus	Young	Activated	B6 young 3	FACS-purified Naive	SS79_active_24
do10493	Mus musculus domesticus	Young	Activated	B6 young 3	FACS-purified Naive	SS79_active_72
do10494	Mus musculus domesticus	Young	Activated	B6 young 3	FACS-purified Naive	SS79_active_28
do10501	Mus musculus domesticus	Young	Activated	B6 young 3	FACS-purified Naive	SS79_active_32
do10505	Mus musculus domesticus	Young	Activated	B6 young 3	FACS-purified Naive	SS79_active_66
do10506	Mus musculus domesticus	Young	Activated	B6 young 3	FACS-purified Naive	SS79_active_34
do10507	Mus musculus domesticus	Young	Activated	B6 young 3	FACS-purified Naive	SS79_active_35
do10516	Mus musculus domesticus	Young	Activated	B6 young 3	FACS-purified Naive	SS79_active_59
do10517	Mus musculus domesticus	Young	Activated	B6 young 3	FACS-purified Naive	SS79_active_60
do10523	Mus musculus domesticus	Young	Activated	B6 young 3	FACS-purified Naive	SS79_active_57
do10528	Mus musculus domesticus	Young	Activated	B6 young 3	FACS-purified Naive	SS79_active_53
do10536	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_3
do10539	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_96
do10540	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_95
do10541	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_94
do10545	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_93
do10547	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_91
do10549	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_8
do10551	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_90
do10552	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_89
do10553	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_88
do10559	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_85
do10560	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_15
do10562	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_13
do10564	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_83
do10565	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_82
do10569	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_81
do10570	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_80
do10571	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_79
do10572	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_21
do10574	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_19
do10576	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_77
do10578	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_24
do10580	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_22
do10581	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_75
do10583	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_73
do10584	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_25
do10587	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_70
do10588	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_71
do10590	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_28
do10593	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_67
do10595	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_69
do10600	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_65
do10601	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_66
do10602	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_34
do10603	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_35
do10605	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_61
do10606	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_62
do10608	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_37
do10609	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_38
do10617	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_55
do10619	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_57
do10621	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_44
do10624	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_53
do10629	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_49
do10630	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_50
do10631	Mus musculus domesticus	Young	Unstimulated	B6 young 4	FACS-purified Naive	SS80_naive_51
do10633	Mus musculus domesticus	Young	Activated	B6 young 4	FACS-purified Naive	SS80_active_2
do10636	Mus musculus domesticus	Young	Activated	B6 young 4	FACS-purified Naive	SS80_active_95
do10637	Mus musculus domesticus	Young	Activated	B6 young 4	FACS-purified Naive	SS80_active_94
do10639	Mus musculus domesticus	Young	Activated	B6 young 4	FACS-purified Naive	SS80_active_5
do10649	Mus musculus domesticus	Young	Activated	B6 young 4	FACS-purified Naive	SS80_active_88
do10663	Mus musculus domesticus	Young	Activated	B6 young 4	FACS-purified Naive	SS80_active_17
do10669	Mus musculus domesticus	Young	Activated	B6 young 4	FACS-purified Naive	SS80_active_20
do10678	Mus musculus domesticus	Young	Activated	B6 young 4	FACS-purified Naive	SS80_active_74
do10683	Mus musculus domesticus	Young	Activated	B6 young 4	FACS-purified Naive	SS80_active_70
do10689	Mus musculus domesticus	Young	Activated	B6 young 4	FACS-purified Naive	SS80_active_67
do10690	Mus musculus domesticus	Young	Activated	B6 young 4	FACS-purified Naive	SS80_active_68
do10692	Mus musculus domesticus	Young	Activated	B6 young 4	FACS-purified Naive	SS80_active_31
do10693	Mus musculus domesticus	Young	Activated	B6 young 4	FACS-purified Naive	SS80_active_32
do10697	Mus musculus domesticus	Young	Activated	B6 young 4	FACS-purified Naive	SS80_active_66
do10703	Mus musculus domesticus	Young	Activated	B6 young 4	FACS-purified Naive	SS80_active_63
do10706	Mus musculus domesticus	Young	Activated	B6 young 4	FACS-purified Naive	SS80_active_39
do10720	Mus musculus domesticus	Young	Activated	B6 young 4	FACS-purified Naive	SS80_active_53
do10724	Mus musculus domesticus	Young	Activated	B6 young 4	FACS-purified Naive	SS80_active_48
do10726	Mus musculus domesticus	Young	Activated	B6 young 4	FACS-purified Naive	SS80_active_50
do10727	Mus musculus domesticus	Young	Activated	B6 young 4	FACS-purified Naive	SS80_active_51
do10728	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_3
do10729	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_2
do10734	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_6
do10735	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_5
do10736	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_4
do10737	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_93
do10739	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_91
do10740	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_9
do10741	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_8
do10742	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_7
do10746	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_12
do10747	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_11
do10749	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_87
do10750	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_86
do10752	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_15
do10753	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_14
do10754	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_13
do10757	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_82
do10758	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_18
do10760	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_16
do10764	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_21
do10766	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_19
do10767	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_78
do10768	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_77
do10769	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_76
do10770	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_24
do10771	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_23
do10772	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_22
do10775	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_73
do10779	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_70
do10780	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_71
do10781	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_72
do10782	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_28
do10783	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_29
do10786	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_68
do10787	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_69
do10789	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_32
do10790	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_33
do10793	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_66
do10794	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_34
do10795	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_35
do10796	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_36
do10798	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_62
do10799	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_63
do10800	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_37
do10801	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_38
do10803	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_58
do10805	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_60
do10806	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_40
do10808	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_42
do10809	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_55
do10810	Mus musculus domesticus	Old	Unstimulated	B6 old 3	FACS-purified Naive	SS76_naive_56
